EmployeeNumber,EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TerminationDate,BusinessTravel,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
112,EMP00112,Caroline,Martinez,Female,44,Married,Master,Marketing,R&D,Director of R&D,5,2017-09-25,7,7,7,3,No,,Non-Travel,296,5,1,37,2,4,160708,176778.80000000002,9,Y,No,12,4,4,40,0,16,2,1
113,EMP00113,Chad,Hobbs,Male,43,Divorced,Bachelor,Marketing,R&D,R&D Manager,4,2016-12-08,8,5,0,8,No,,Travel_Rarely,176,46,1,22,1,2,94825,104307.50000000001,9,Y,No,16,2,1,40,0,17,2,3
114,EMP00114,Susan,Carlson,Female,42,Divorced,Associate,Life Sciences,Sales,Sales Manager,3,2023-02-28,2,2,2,1,No,,Non-Travel,160,12,1,20,1,3,60377,66414.70000000001,8,Y,No,11,4,1,40,1,10,6,4
115,EMP00115,Thomas,Mitchell,Male,48,Divorced,Master,Marketing,R&D,R&D Manager,4,2019-07-12,5,5,4,2,No,,Non-Travel,456,1,1,57,1,2,128183,141001.30000000002,7,Y,Yes,21,4,4,40,0,12,1,4
116,EMP00116,Lindsey,Walker,Female,30,Married,Bachelor,Life Sciences,R&D,Senior Researcher,2,2024-07-28,0,0,0,0,No,,Travel_Frequently,296,4,1,37,3,4,87726,96498.6,2,Y,Yes,22,3,1,40,3,2,6,3
117,EMP00117,Seth,Holmes,Male,56,Single,Master,Technical Degree,Sales,Sales Director,5,2017-02-16,8,8,7,4,No,,Travel_Rarely,160,18,1,20,3,1,124058,136463.80000000002,5,Y,No,23,3,3,40,0,13,0,3
118,EMP00118,David,Lopez,Male,54,Married,Master,Medical,HR,HR Director,5,2019-02-04,6,1,0,1,No,,Travel_Frequently,352,46,1,44,1,3,94348,103782.8,1,Y,No,20,3,1,40,0,7,1,3
119,EMP00119,Anthony,Hernandez,Male,52,Single,Bachelor,Medical,HR,HR Manager,3,2011-05-09,2,1,1,0,Yes,2014-04-10,Travel_Rarely,400,31,1,50,3,1,53326,58658.600000000006,5,Y,No,17,3,2,40,2,7,4,4
120,EMP00120,Jessica,Landry,Female,56,Married,PhD,Marketing,R&D,Director of R&D,5,2023-03-17,2,0,0,0,No,,Non-Travel,472,12,1,59,2,1,155089,170597.90000000002,3,Y,No,16,3,2,40,0,5,4,4
121,EMP00121,Laura,Daniels,Female,41,Single,Bachelor,Other,Sales,Sales Director,5,2010-08-02,4,4,0,3,Yes,2015-05-27,Non-Travel,272,30,1,34,3,1,105397,115936.70000000001,8,Y,Yes,14,3,1,40,0,12,5,3
122,EMP00122,Susan,Lewis,Female,49,Single,Bachelor,Technical Degree,R&D,R&D Manager,4,2023-09-04,0,0,0,0,Yes,2024-07-25,Travel_Rarely,296,46,1,37,2,2,111142,122256.20000000001,0,Y,No,24,4,2,40,0,0,2,3
123,EMP00123,Katherine,Miller,Female,33,Single,PhD,Marketing,Sales,Sales Manager,3,2023-02-20,2,1,1,1,No,,Non-Travel,344,4,1,43,2,1,81232,89355.20000000001,2,Y,No,22,4,2,40,0,4,2,4
124,EMP00124,Eric,Allen,Male,54,Married,Bachelor,Marketing,R&D,Director of R&D,5,2024-05-14,1,1,1,1,No,,Non-Travel,432,37,1,54,1,4,138602,152462.2,9,Y,Yes,24,3,3,40,0,10,1,3
125,EMP00125,John,Bryant,Male,59,Single,PhD,Life Sciences,Sales,Sales Director,5,2018-03-08,4,1,1,0,Yes,2022-10-02,Non-Travel,400,19,1,50,1,3,108144,118958.40000000001,9,Y,Yes,17,2,2,40,0,13,1,2
126,EMP00126,Tiffany,Watkins,Female,54,Married,PhD,Technical Degree,Sales,Sales Director,5,2022-11-13,2,2,1,2,No,,Non-Travel,344,27,1,43,3,1,118169,129985.90000000001,6,Y,No,16,5,4,40,0,8,3,3
127,EMP00127,Donna,Edwards,Female,48,Married,Bachelor,Marketing,R&D,R&D Manager,4,2016-01-08,9,2,1,3,No,,Travel_Rarely,312,24,1,39,1,3,112090,123299.00000000001,8,Y,Yes,23,5,4,40,1,17,6,3
128,EMP00128,William,Fields,Male,45,Married,Master,Technical Degree,Sales,Sales Director,5,2019-04-04,6,4,2,5,No,,Travel_Frequently,288,32,1,36,3,3,90845,99929.50000000001,4,Y,No,12,3,3,40,0,10,3,2
129,EMP00129,Scott,Miller,Male,35,Divorced,Associate,Marketing,HR,HR Manager,3,2023-10-15,1,0,0,1,No,,Non-Travel,256,7,1,32,3,2,63838,70221.8,10,Y,No,16,5,4,40,0,11,3,1
130,EMP00130,Amanda,Lewis,Female,50,Married,Master,Technical Degree,Sales,Sales Director,5,2019-01-06,6,4,3,2,No,,Travel_Rarely,256,35,1,32,4,3,117399,129138.90000000001,1,Y,No,17,4,3,40,0,7,0,3
131,EMP00131,Stephen,Matthews,Male,55,Married,Associate,Marketing,R&D,R&D Manager,4,2022-12-10,2,2,1,2,Yes,2024-12-14,Non-Travel,320,38,1,40,1,3,115325,126857.50000000001,1,Y,No,20,3,2,40,0,3,1,3
132,EMP00132,Robert,Moore,Male,39,Married,Bachelor,Technical Degree,HR,HR Director,5,2016-03-15,9,2,1,4,No,,Travel_Rarely,384,49,1,48,1,4,79115,87026.5,9,Y,Yes,14,4,3,40,0,18,3,4
133,EMP00133,Brad,Hughes,Male,59,Married,Bachelor,Life Sciences,HR,HR Manager,3,2018-01-06,0,0,0,0,Yes,2018-12-13,Non-Travel,440,37,1,55,3,4,65865,72451.5,0,Y,Yes,21,3,4,40,1,0,4,3
134,EMP00134,Lisa,Lewis,Female,31,Married,Bachelor,Medical,HR,HR Specialist,1,2013-01-24,12,12,9,1,No,,Non-Travel,272,47,1,34,2,4,40304,44334.4,1,Y,No,25,3,1,40,0,13,4,4
135,EMP00135,Travis,Mclean,Male,33,Married,Bachelor,Medical,HR,HR Director,5,2023-08-01,0,0,0,0,Yes,2024-02-21,Non-Travel,232,38,1,29,4,4,86164,94780.40000000001,2,Y,No,13,5,2,40,0,2,6,2
136,EMP00136,Craig,Allen,Male,41,Married,High School,Marketing,R&D,Senior Researcher,2,2023-03-11,2,2,2,1,No,,Travel_Frequently,264,49,1,33,3,1,90853,99938.3,7,Y,No,19,3,1,40,0,9,6,3
137,EMP00137,Maria,Hunt,Female,33,Divorced,Master,Technical Degree,R&D,Senior Researcher,2,2024-12-07,0,0,0,0,No,,Non-Travel,440,43,1,55,2,2,85375,93912.50000000001,1,Y,No,20,1,4,40,0,1,0,2
138,EMP00138,Bill,Humphrey,Male,54,Single,Associate,Other,R&D,R&D Manager,4,2024-02-25,1,0,0,1,No,,Non-Travel,160,6,1,20,3,4,119901,131891.1,3,Y,No,16,3,4,40,0,4,4,4
139,EMP00139,Steven,David,Male,55,Married,Master,Medical,R&D,Director of R&D,5,2018-04-09,7,7,6,0,No,,Non-Travel,416,44,1,52,3,3,146733,161406.30000000002,5,Y,No,25,3,3,40,0,12,3,3
140,EMP00140,Travis,Barker,Male,59,Single,Associate,Technical Degree,R&D,R&D Manager,4,2023-04-18,2,1,0,0,No,,Non-Travel,240,32,1,30,3,4,114980,126478.00000000001,5,Y,No,12,3,4,40,0,7,0,4
141,EMP00141,Bridget,Harris,Female,46,Divorced,Bachelor,Life Sciences,Sales,Sales Director,5,2024-05-20,1,1,1,0,No,,Non-Travel,392,18,1,49,4,3,106037,116640.70000000001,8,Y,No,12,3,2,40,1,9,3,3
142,EMP00142,Michael,Edwards,Male,46,Divorced,Bachelor,Marketing,Sales,Sales Director,5,2023-06-11,1,0,0,0,Yes,2024-11-24,Non-Travel,376,11,1,47,2,2,98632,108495.20000000001,3,Y,No,19,4,3,40,0,4,2,3
143,EMP00143,Stacy,Kaiser,Female,34,Single,PhD,Technical Degree,R&D,R&D Manager,4,2022-11-19,2,0,0,1,No,,Non-Travel,408,43,1,51,1,3,129073,141980.30000000002,10,Y,No,18,2,4,40,0,12,1,3
144,EMP00144,Kenneth,Craig,Male,25,Married,High School,Technical Degree,Sales,Sales Executive,1,2019-05-11,6,1,0,4,No,,Non-Travel,376,7,1,47,1,4,43048,47352.8,6,Y,Yes,16,5,2,40,0,12,5,4
145,EMP00145,Craig,Doyle,Male,54,Single,Master,Technical Degree,Sales,Sales Director,5,2012-06-27,12,6,3,2,No,,Travel_Rarely,256,23,1,32,3,1,125853,138438.30000000002,2,Y,No,23,3,4,40,1,14,1,3
146,EMP00146,Brian,Fuller,Male,34,Single,PhD,Medical,Sales,Sales Director,5,2024-06-17,0,0,0,0,Yes,2024-12-24,Travel_Rarely,368,7,1,46,2,3,108496,119345.6,1,Y,Yes,20,4,4,40,1,1,0,3
147,EMP00147,Cheryl,Wong,Female,59,Married,Associate,Marketing,Sales,Sales Manager,3,2022-09-11,2,0,0,0,No,,Travel_Rarely,384,11,1,48,1,4,81573,89730.3,1,Y,No,12,3,3,40,1,3,0,2
148,EMP00148,Mark,Lopez,Male,39,Divorced,PhD,Medical,HR,HR Director,5,2013-04-10,12,11,9,7,No,,Travel_Rarely,248,33,1,31,1,3,95779,105356.90000000001,1,Y,No,23,3,1,40,1,13,3,3
149,EMP00149,Kimberly,Lynn,Female,43,Married,Associate,Medical,R&D,Director of R&D,5,2016-09-26,8,6,2,8,No,,Non-Travel,312,45,1,39,1,4,130036,143039.6,10,Y,No,20,3,4,40,3,18,0,2
150,EMP00150,Lisa,Lucas,Female,35,Single,High School,Technical Degree,R&D,Senior Researcher,2,2022-02-10,3,2,2,0,No,,Non-Travel,400,26,1,50,1,2,94350,103785.00000000001,3,Y,Yes,23,4,2,40,0,6,3,3
151,EMP00151,Lucas,Sanchez,Male,38,Married,Bachelor,Life Sciences,Sales,Sales Director,5,2018-12-16,6,0,0,4,No,,Non-Travel,296,32,1,37,3,3,110223,121245.3,5,Y,No,24,2,1,40,2,11,1,2
152,EMP00152,Curtis,King,Male,38,Married,Master,Life Sciences,HR,HR Manager,3,2024-10-08,0,0,0,0,No,,Travel_Rarely,280,48,1,35,2,1,73115,80426.5,5,Y,No,18,4,2,40,0,5,2,3
153,EMP00153,Rebecca,Thompson,Female,43,Married,Master,Life Sciences,R&D,Director of R&D,5,2024-06-28,0,0,0,0,No,,Non-Travel,392,13,1,49,3,1,155730,171303.0,6,Y,No,20,4,1,40,0,6,5,3
154,EMP00154,Stephanie,Fernandez,Female,51,Single,Associate,Medical,HR,HR Manager,3,2023-11-22,1,0,0,1,No,,Travel_Rarely,312,47,1,39,3,3,52553,57808.3,9,Y,No,13,3,4,40,0,10,1,3
155,EMP00155,George,Carroll,Male,52,Married,Bachelor,Marketing,R&D,R&D Manager,4,2020-10-07,4,1,0,4,No,,Non-Travel,296,29,1,37,1,1,104065,114471.50000000001,8,Y,Yes,19,3,4,40,0,12,4,2
156,EMP00156,James,Ward,Male,28,Single,High School,Other,R&D,Senior Researcher,2,2016-05-13,0,0,0,0,Yes,2016-12-28,Travel_Rarely,464,45,1,58,4,1,71285,78413.5,7,Y,Yes,23,3,3,40,3,7,2,3
157,EMP00157,Donna,Nash,Female,53,Single,Associate,Medical,HR,HR Specialist,1,2023-08-18,1,0,0,0,No,,Non-Travel,232,41,1,29,2,2,38766,42642.600000000006,7,Y,No,13,3,1,40,0,8,1,4
158,EMP00158,Alexander,Sosa,Male,52,Single,High School,Marketing,R&D,Research Scientist,1,2020-01-16,5,5,1,2,No,,Non-Travel,184,44,1,23,2,4,49167,54083.700000000004,3,Y,Yes,21,3,1,40,2,8,2,3
159,EMP00159,Steven,Reese,Male,48,Single,Bachelor,Life Sciences,R&D,R&D Manager,4,2010-11-02,14,5,3,2,No,,Non-Travel,464,19,1,58,2,4,128666,141532.6,0,Y,Yes,13,3,4,40,0,14,1,4
160,EMP00160,Jason,Johnson,Male,35,Married,Master,Technical Degree,Sales,Sales Director,5,2012-08-16,12,5,4,7,No,,Travel_Frequently,304,38,1,38,3,2,112862,124148.20000000001,6,Y,No,20,3,4,40,0,18,0,4
161,EMP00161,Laura,Mcbride,Female,31,Single,Master,Other,Sales,Sales Executive,1,2024-05-14,1,0,0,1,No,,Non-Travel,424,31,1,53,1,3,53084,58392.4,1,Y,Yes,19,3,2,40,0,2,5,3
162,EMP00162,Kara,Suarez,Female,38,Single,Bachelor,Technical Degree,HR,HR Director,5,2013-09-24,11,3,2,0,No,,Travel_Frequently,168,20,1,21,1,4,78464,86310.40000000001,6,Y,No,17,4,1,40,0,17,5,3
163,EMP00163,Jose,James,Male,53,Married,Associate,Marketing,R&D,Director of R&D,5,2021-02-21,4,2,1,0,No,,Travel_Rarely,288,25,1,36,1,3,130920,144012.0,0,Y,No,17,5,2,40,1,4,2,2
164,EMP00164,Connor,Morales,Male,59,Married,PhD,Technical Degree,R&D,Director of R&D,5,2023-04-09,2,0,0,2,No,,Travel_Rarely,424,47,1,53,2,4,165039,181542.90000000002,6,Y,No,19,3,1,40,2,8,0,4
165,EMP00165,Scott,Larsen,Male,47,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2024-11-21,0,0,0,0,No,,Non-Travel,472,8,1,59,4,4,129575,142532.5,0,Y,Yes,14,3,2,40,0,0,3,2
166,EMP00166,Kimberly,Hamilton,Female,54,Single,Bachelor,Marketing,R&D,Director of R&D,5,2021-02-01,4,1,0,1,No,,Non-Travel,352,28,1,44,2,4,126995,139694.5,6,Y,Yes,16,3,1,40,0,10,2,4
167,EMP00167,Megan,Richard,Female,32,Married,Bachelor,Marketing,R&D,R&D Manager,4,2024-12-22,0,0,0,0,No,,Non-Travel,224,15,1,28,2,4,105449,115993.90000000001,9,Y,No,16,4,1,40,0,9,6,4
168,EMP00168,Benjamin,Ramos,Male,34,Divorced,Master,Marketing,R&D,Director of R&D,5,2017-04-16,7,7,6,5,Yes,2024-09-16,Non-Travel,440,25,1,55,1,4,149781,164759.1,3,Y,No,15,3,4,40,0,10,4,1
169,EMP00169,Gabrielle,Chavez,Female,34,Single,Associate,Technical Degree,HR,HR Manager,3,2013-03-02,12,7,3,4,No,,Non-Travel,296,31,1,37,2,1,50855,55940.50000000001,0,Y,No,24,4,3,40,1,12,3,3
170,EMP00170,David,Bryant,Male,35,Divorced,PhD,Technical Degree,HR,HR Director,5,2023-05-02,2,2,1,0,No,,Non-Travel,288,25,1,36,3,3,87371,96108.1,4,Y,No,20,3,2,40,0,6,3,3
171,EMP00171,Brian,Miller,Male,38,Married,Associate,Marketing,Sales,Sales Director,5,2023-08-27,1,1,0,0,No,,Travel_Rarely,464,13,1,58,4,2,88461,97307.1,8,Y,Yes,12,4,4,40,2,9,5,2
172,EMP00172,Maria,Le,Female,41,Married,Master,Other,Sales,Sales Director,5,2018-05-07,7,2,2,6,No,,Non-Travel,328,28,1,41,1,2,90653,99718.3,6,Y,No,12,4,2,40,0,13,1,4
173,EMP00173,Michael,Krause,Male,54,Divorced,PhD,Medical,HR,HR Director,5,2018-02-21,7,6,0,6,No,,Travel_Frequently,176,11,1,22,2,3,90424,99466.40000000001,0,Y,No,25,1,4,40,0,7,5,3
174,EMP00174,Traci,Pollard,Female,57,Married,Associate,Technical Degree,HR,HR Director,5,2010-12-10,9,9,1,2,Yes,2020-02-16,Non-Travel,432,38,1,54,2,1,81815,89996.5,7,Y,Yes,25,3,2,40,0,16,5,3
175,EMP00175,Amy,Shannon,Female,51,Single,Master,Technical Degree,R&D,Director of R&D,5,2018-03-28,7,7,1,5,No,,Travel_Rarely,464,30,1,58,2,3,152246,167470.6,5,Y,No,12,3,3,40,0,12,1,2
176,EMP00176,Ryan,Gonzales,Non-Binary,41,Married,PhD,Medical,R&D,Director of R&D,5,2021-09-06,3,3,3,3,No,,Non-Travel,368,20,1,46,1,3,167735,184508.50000000003,10,Y,Yes,14,3,4,40,0,13,3,4
177,EMP00177,David,Taylor,Male,58,Married,Bachelor,Technical Degree,R&D,Director of R&D,5,2014-06-15,11,0,0,6,No,,Non-Travel,456,47,1,57,3,3,131984,145182.40000000002,4,Y,No,24,2,2,40,0,15,0,4
178,EMP00178,Yvonne,Thomas,Female,42,Married,Bachelor,Medical,Sales,Sales Manager,3,2022-11-24,2,0,0,0,No,,Travel_Rarely,288,4,1,36,3,3,71246,78370.6,2,Y,Yes,17,4,2,40,0,4,0,4
179,EMP00179,Jimmy,Brown,Male,49,Single,Associate,Technical Degree,Sales,Sales Director,5,2018-10-15,6,5,1,2,No,,Non-Travel,176,39,1,22,4,4,104621,115083.1,2,Y,No,19,5,2,40,0,8,5,1
180,EMP00180,William,Coleman,Male,57,Married,High School,Technical Degree,R&D,Senior Researcher,2,2021-07-04,3,2,0,2,No,,Non-Travel,320,42,1,40,3,2,83967,92363.70000000001,9,Y,No,15,3,1,40,1,12,3,3
181,EMP00181,Monica,Gross,Female,39,Single,Bachelor,Marketing,Sales,Sales Manager,3,2024-03-02,1,1,1,1,No,,Travel_Rarely,248,46,1,31,3,2,73900,81290.0,4,Y,Yes,11,1,3,40,2,5,6,3
182,EMP00182,Robert,Mcintyre,Male,47,Married,Bachelor,Medical,HR,HR Manager,3,2014-10-22,10,8,3,1,No,,Travel_Rarely,464,1,1,58,2,2,64869,71355.90000000001,8,Y,Yes,24,1,4,40,0,18,4,2
183,EMP00183,Kristine,Tucker,Female,32,Married,Associate,Life Sciences,HR,HR Manager,3,2022-08-21,2,1,1,2,No,,Travel_Rarely,376,8,1,47,4,3,61228,67350.8,8,Y,No,13,4,1,40,0,10,2,3
184,EMP00184,Noah,Hall,Male,32,Divorced,Master,Life Sciences,R&D,Research Scientist,1,2020-06-08,5,4,3,4,No,,Travel_Rarely,192,10,1,24,2,4,69484,76432.40000000001,3,Y,No,20,5,3,40,0,8,5,2
185,EMP00185,Edward,Gonzales,Male,46,Single,PhD,Other,HR,HR Director,5,2017-11-10,7,5,2,3,No,,Travel_Rarely,304,27,1,38,1,3,82078,90285.8,5,Y,No,15,4,2,40,0,12,4,2
186,EMP00186,Angela,Cruz,Female,45,Married,Bachelor,Other,Sales,Sales Director,5,2024-07-02,0,0,0,0,No,,Non-Travel,232,35,1,29,4,1,93752,103127.20000000001,4,Y,No,19,1,3,40,1,4,4,4
187,EMP00187,Gerald,Saunders,Male,54,Married,Master,Medical,HR,HR Director,5,2019-04-01,6,6,2,3,No,,Non-Travel,216,28,1,27,3,1,80856,88941.6,2,Y,Yes,25,3,2,40,1,8,1,2
188,EMP00188,Mia,Williams,Female,53,Single,High School,Life Sciences,R&D,Research Scientist,1,2016-11-09,8,8,1,2,No,,Non-Travel,304,7,1,38,3,2,60185,66203.5,6,Y,No,16,3,3,40,2,14,2,4
189,EMP00189,Randy,Smith,Male,45,Divorced,PhD,Technical Degree,R&D,Director of R&D,5,2021-03-13,4,3,2,1,No,,Non-Travel,400,33,1,50,3,2,152529,167781.90000000002,1,Y,No,13,3,4,40,0,5,1,2
190,EMP00190,Valerie,Esparza,Female,44,Single,Associate,Marketing,HR,HR Manager,3,2024-09-17,0,0,0,0,No,,Non-Travel,368,11,1,46,2,2,55315,60846.50000000001,6,Y,No,11,3,4,40,0,6,4,3
191,EMP00191,Shelly,Nelson,Female,33,Divorced,Master,Technical Degree,R&D,Senior Researcher,2,2014-10-03,10,9,1,6,No,,Travel_Rarely,176,39,1,22,1,4,89407,98347.70000000001,10,Y,Yes,21,3,1,40,0,20,1,2
192,EMP00192,Bryan,Long,Male,32,Single,PhD,Life Sciences,Sales,Sales Director,5,2024-07-01,0,0,0,0,No,,Non-Travel,160,28,1,20,1,2,110005,121005.50000000001,5,Y,No,14,3,2,40,0,5,6,3
193,EMP00193,Carlos,Adams,Male,40,Married,PhD,Other,R&D,Director of R&D,5,2021-03-28,4,1,1,4,No,,Non-Travel,400,5,1,50,2,1,161560,177716.0,3,Y,Yes,18,3,1,40,1,7,4,1
194,EMP00194,Scott,Harris,Male,53,Single,PhD,Marketing,R&D,Director of R&D,5,2022-06-13,3,2,1,2,No,,Non-Travel,224,47,1,28,4,4,148213,163034.30000000002,7,Y,No,13,3,4,40,0,10,3,3
195,EMP00195,Jason,Collins,Male,24,Single,High School,Technical Degree,Sales,Sales Executive,1,2024-01-07,1,0,0,0,No,,Non-Travel,304,5,1,38,1,2,39646,43610.600000000006,10,Y,No,22,1,3,40,0,11,2,3
196,EMP00196,Nancy,Thomas,Female,40,Married,High School,Marketing,HR,HR Specialist,1,2023-08-16,1,1,0,0,No,,Non-Travel,376,31,1,47,3,2,31670,34837.0,7,Y,Yes,16,5,1,40,2,8,4,3
197,EMP00197,Antonio,Mckee,Male,26,Single,Bachelor,Medical,HR,HR Specialist,1,2019-04-07,6,0,0,3,No,,Travel_Frequently,176,13,1,22,4,2,44733,49206.3,9,Y,No,24,3,1,40,0,15,2,3
198,EMP00198,Chad,Baker,Male,39,Divorced,Bachelor,Medical,HR,HR Director,5,2018-05-12,7,1,0,1,No,,Travel_Rarely,320,44,1,40,1,2,79940,87934.0,2,Y,Yes,23,3,2,40,1,9,6,1
199,EMP00199,Shannon,Price,Female,56,Single,Bachelor,Other,HR,HR Manager,3,2024-03-14,0,0,0,0,Yes,2024-12-15,Travel_Rarely,352,16,1,44,1,3,49168,54084.8,4,Y,No,21,4,3,40,2,4,2,4
200,EMP00200,Julie,Bridges,Female,51,Married,Master,Technical Degree,R&D,Director of R&D,5,2012-11-15,12,5,2,0,No,,Non-Travel,416,48,1,52,2,2,138728,152600.80000000002,5,Y,No,15,3,4,40,1,17,1,2
201,EMP00201,Elizabeth,Olson,Female,30,Married,PhD,Marketing,Sales,Sales Manager,3,2013-01-09,12,9,4,8,No,,Travel_Rarely,392,9,1,49,4,4,82960,91256.00000000001,3,Y,Yes,15,5,3,40,0,15,0,4
202,EMP00202,Heather,Lopez,Female,57,Single,Master,Life Sciences,Sales,Sales Director,5,2017-05-25,8,3,3,7,No,,Non-Travel,328,40,1,41,4,2,105643,116207.3,9,Y,No,17,3,3,40,0,17,6,2
203,EMP00203,Regina,Hunt,Female,36,Single,Master,Marketing,HR,HR Manager,3,2021-09-08,3,2,1,1,No,,Travel_Rarely,384,27,1,48,3,1,53692,59061.200000000004,3,Y,No,12,3,1,40,1,6,4,2
204,EMP00204,Stephen,Lawrence,Male,53,Single,Associate,Marketing,R&D,Senior Researcher,2,2015-11-10,1,0,0,0,Yes,2017-09-10,Travel_Rarely,408,49,1,51,3,3,72303,79533.3,1,Y,No,14,3,3,40,1,2,2,4
205,EMP00205,Bianca,Santos,Non-Binary,40,Married,Master,Technical Degree,R&D,Director of R&D,5,2023-12-04,1,1,0,1,No,,Non-Travel,200,39,1,25,3,1,138427,152269.7,4,Y,No,16,4,4,40,0,5,2,3
206,EMP00206,Stephanie,Johnston,Female,55,Single,PhD,Medical,Sales,Sales Director,5,2016-06-12,7,4,4,4,Yes,2024-02-04,Travel_Rarely,408,14,1,51,3,4,106453,117098.3,5,Y,Yes,14,3,3,40,0,12,6,4
207,EMP00207,Ricardo,Day,Male,32,Married,Master,Life Sciences,Sales,Sales Director,5,2022-05-17,2,1,0,1,Yes,2024-10-12,Travel_Rarely,448,45,1,56,4,4,121296,133425.6,5,Y,Yes,18,3,2,40,1,7,6,3
208,EMP00208,Margaret,Collins,Female,28,Married,Bachelor,Other,HR,HR Manager,3,2022-07-11,2,0,0,2,No,,Non-Travel,200,49,1,25,1,1,50852,55937.200000000004,2,Y,No,16,3,1,40,0,4,0,3
209,EMP00209,Tina,Gordon,Female,45,Single,Associate,Technical Degree,R&D,Research Scientist,1,2021-05-07,4,4,3,4,No,,Non-Travel,312,3,1,39,3,2,57542,63296.200000000004,2,Y,No,12,2,2,40,0,6,1,4
210,EMP00210,Austin,Bates,Male,39,Divorced,Master,Technical Degree,Sales,Sales Director,5,2023-04-11,2,1,1,2,No,,Travel_Rarely,296,2,1,37,2,2,125378,137915.80000000002,2,Y,No,25,2,3,40,0,4,2,4
211,EMP00211,Lisa,Schultz,Female,30,Single,Associate,Other,Sales,Sales Executive,1,2014-11-15,10,7,7,7,No,,Travel_Rarely,368,26,1,46,3,3,38079,41886.9,4,Y,No,12,4,4,40,0,14,6,2
212,EMP00212,Christopher,Anderson,Male,49,Single,Master,Technical Degree,R&D,Director of R&D,5,2018-03-27,1,1,0,1,Yes,2020-01-20,Non-Travel,256,32,1,32,3,3,156465,172111.5,2,Y,No,11,2,4,40,1,3,0,4
213,EMP00213,Christine,Rodriguez,Female,39,Married,High School,Marketing,R&D,Research Scientist,1,2019-12-26,5,4,4,5,No,,Travel_Frequently,320,38,1,40,1,4,52046,57250.600000000006,2,Y,No,20,3,1,40,2,7,1,4
214,EMP00214,Kathleen,Richards,Female,52,Single,Master,Life Sciences,R&D,Director of R&D,5,2022-02-13,3,1,1,3,No,,Non-Travel,400,6,1,50,2,4,149525,164477.5,5,Y,No,22,4,2,40,0,8,6,2
215,EMP00215,Danielle,Boyd,Female,28,Single,Associate,Technical Degree,R&D,Research Scientist,1,2020-09-22,4,0,0,3,No,,Non-Travel,344,39,1,43,2,4,54107,59517.700000000004,7,Y,No,24,5,4,40,1,11,1,4
216,EMP00216,Marie,Scott,Female,57,Single,High School,Marketing,R&D,Research Scientist,1,2024-05-23,1,0,0,1,No,,Travel_Rarely,184,25,1,23,3,4,55181,60699.100000000006,4,Y,Yes,20,4,4,40,0,5,0,2
217,EMP00217,William,Salinas,Male,33,Single,Bachelor,Medical,Sales,Sales Manager,3,2023-06-16,1,0,0,0,No,,Travel_Rarely,456,4,1,57,2,3,82504,90754.40000000001,5,Y,No,20,4,3,40,0,6,6,1
218,EMP00218,Mark,Stevens,Male,43,Divorced,Master,Medical,Sales,Sales Director,5,2024-10-05,0,0,0,0,No,,Non-Travel,368,34,1,46,3,3,102639,112902.90000000001,6,Y,Yes,19,2,4,40,1,6,6,4
219,EMP00219,Christopher,Black,Male,33,Single,Associate,Technical Degree,R&D,R&D Manager,4,2015-11-26,9,8,1,8,No,,Travel_Rarely,256,1,1,32,2,1,107905,118695.50000000001,1,Y,No,14,3,4,40,0,10,5,4
220,EMP00220,Cathy,Ward,Female,58,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,1,2021-03-11,4,4,1,2,No,,Non-Travel,344,41,1,43,1,2,45996,50595.600000000006,9,Y,No,12,2,4,40,1,13,0,3
221,EMP00221,Christopher,Rogers,Male,36,Married,High School,Life Sciences,HR,HR Specialist,1,2019-07-11,5,5,4,5,No,,Non-Travel,360,45,1,45,2,2,37320,41052.0,9,Y,No,11,4,4,40,0,14,5,3
222,EMP00222,Ashley,White,Non-Binary,33,Married,Associate,Life Sciences,R&D,Senior Researcher,2,2023-05-25,2,2,2,2,No,,Non-Travel,272,40,1,34,3,3,78258,86083.8,4,Y,Yes,19,5,2,40,1,6,5,4
223,EMP00223,Russell,Macias,Male,53,Single,Master,Life Sciences,HR,HR Director,5,2024-11-13,0,0,0,0,No,,Non-Travel,160,22,1,20,2,1,77457,85202.70000000001,2,Y,No,23,4,2,40,1,2,2,3
224,EMP00224,Michael,Foster,Male,53,Married,Bachelor,Marketing,HR,HR Manager,3,2022-05-05,3,1,1,2,No,,Non-Travel,296,11,1,37,3,3,62013,68214.3,10,Y,Yes,23,3,4,40,0,13,0,3
225,EMP00225,Mary,Leon,Female,41,Married,Associate,Medical,R&D,Director of R&D,5,2013-02-28,5,1,1,3,Yes,2018-11-21,Non-Travel,272,33,1,34,2,3,135824,149406.40000000002,8,Y,Yes,18,5,2,40,0,13,6,3
